id;pais;ano;quantidade_kg;valor_us
1;Africa do Sul;1970;0;0
1;Africa do Sul;1971;0;0
1;Africa do Sul;1972;0;0
1;Africa do Sul;1973;0;0
1;Africa do Sul;1974;0;0
1;Africa do Sul;1975;0;0
1;Africa do Sul;1976;0;0
1;Africa do Sul;1977;0;0
1;Africa do Sul;1978;0;0
1;Africa do Sul;1979;0;0
1;Africa do Sul;1980;0;0
1;Africa do Sul;1981;0;0
1;Africa do Sul;1982;0;0
1;Africa do Sul;1983;0;0
1;Africa do Sul;1984;0;0
1;Africa do Sul;1985;0;0
1;Africa do Sul;1986;0;0
1;Africa do Sul;1987;0;0
1;Africa do Sul;1988;0;0
1;Africa do Sul;1989;0;0
1;Africa do Sul;1990;0;0
1;Africa do Sul;1991;0;0
1;Africa do Sul;1992;0;0
1;Africa do Sul;1993;0;0
1;Africa do Sul;1994;0;0
1;Africa do Sul;1995;0;0
1;Africa do Sul;1996;0;0
1;Africa do Sul;1997;0;0
1;Africa do Sul;1998;0;0
1;Africa do Sul;1999;0;0
1;Africa do Sul;2000;0;0
1;Africa do Sul;2001;0;0
1;Africa do Sul;2002;0;0
1;Africa do Sul;2003;5546;6475
1;Africa do Sul;2004;59;259
1;Africa do Sul;2005;520;2320
1;Africa do Sul;2006;275;1460
1;Africa do Sul;2007;90;1073
1;Africa do Sul;2008;9212;30630
1;Africa do Sul;2009;10381;42463
1;Africa do Sul;2010;8121;37035
1;Africa do Sul;2011;20213;123099
1;Africa do Sul;2012;24954;133975
1;Africa do Sul;2013;26985;158325
1;Africa do Sul;2014;18659;114275
1;Africa do Sul;2015;19686;96316
1;Africa do Sul;2016;7394;50715
1;Africa do Sul;2017;4913;23919
1;Africa do Sul;2018;15368;74800
1;Africa do Sul;2019;17583;72077
1;Africa do Sul;2020;3574;14542
1;Africa do Sul;2021;6980;36677
1;Africa do Sul;2022;9882;64582
1;Africa do Sul;2023;7650;69382
2;Alemanha;1970;0;0
2;Alemanha;1971;25;36
2;Alemanha;1972;2864;2479
2;Alemanha;1973;2900;3130
2;Alemanha;1974;1667;2128
2;Alemanha;1975;355;937
2;Alemanha;1976;1947;1880
2;Alemanha;1977;840;982
2;Alemanha;1978;420;1059
2;Alemanha;1979;1020;3901
2;Alemanha;1980;332;1175
2;Alemanha;1981;753;1860
2;Alemanha;1982;117270;101714
2;Alemanha;1983;215712;193026
2;Alemanha;1984;3360;3130
2;Alemanha;1985;0;0
2;Alemanha;1986;32490;37388
2;Alemanha;1987;1800;2000
2;Alemanha;1988;450;534
2;Alemanha;1989;9000;17431
2;Alemanha;1990;12613;29121
2;Alemanha;1991;11275;41978
2;Alemanha;1992;6059;13660
2;Alemanha;1993;39747;110948
2;Alemanha;1994;37942;84842
2;Alemanha;1995;75829;170816
2;Alemanha;1996;22766;68098
2;Alemanha;1997;8648;29238
2;Alemanha;1998;9403;45794
2;Alemanha;1999;1980;6690
2;Alemanha;2000;1130;3150
2;Alemanha;2001;6516;17537
2;Alemanha;2002;7034;19584
2;Alemanha;2003;3114;8638
2;Alemanha;2004;22785;77735
2;Alemanha;2005;888;5487
2;Alemanha;2006;1170;8087
2;Alemanha;2007;1980;11786
2;Alemanha;2008;1959;12516
2;Alemanha;2009;1170;8434
2;Alemanha;2010;1116;5753
2;Alemanha;2011;810;8800
2;Alemanha;2012;1260;9975
2;Alemanha;2013;1247;11745
2;Alemanha;2014;5093;34413
2;Alemanha;2015;3647;5589
2;Alemanha;2016;3420;8275
2;Alemanha;2017;4819;37116
2;Alemanha;2018;18376;82273
2;Alemanha;2019;26853;169989
2;Alemanha;2020;21174;65359
2;Alemanha;2021;19977;46237
2;Alemanha;2022;12447;26877
2;Alemanha;2023;322;5111
3;Argentina;1970;4980;3836
3;Argentina;1971;8811;7543
3;Argentina;1972;35301;26909
3;Argentina;1973;39208;20230
3;Argentina;1974;2831;3035
3;Argentina;1975;11120;5732
3;Argentina;1976;0;0
3;Argentina;1977;0;0
3;Argentina;1978;180;210
3;Argentina;1979;13500;16500
3;Argentina;1980;0;0
3;Argentina;1981;0;0
3;Argentina;1982;0;0
3;Argentina;1983;0;0
3;Argentina;1984;0;0
3;Argentina;1985;0;0
3;Argentina;1986;270;990
3;Argentina;1987;0;0
3;Argentina;1988;315;840
3;Argentina;1989;5176;15000
3;Argentina;1990;4500;20000
3;Argentina;1991;24889;83975
3;Argentina;1992;7020;18650
3;Argentina;1993;17205;63626
3;Argentina;1994;8270;32089
3;Argentina;1995;17382;68936
3;Argentina;1996;567;3110
3;Argentina;1997;11139;26864
3;Argentina;1998;85497;308165
3;Argentina;1999;86940;360596
3;Argentina;2000;114511;326156
3;Argentina;2001;32464;90851
3;Argentina;2002;17096;32807
3;Argentina;2003;143659;301329
3;Argentina;2004;1008169;2760067
3;Argentina;2005;1135922;2943342
3;Argentina;2006;1713270;4726606
3;Argentina;2007;556320;1441196
3;Argentina;2008;1015357;3094003
3;Argentina;2009;894550;2730102
3;Argentina;2010;1086901;3583463
3;Argentina;2011;997492;3818944
3;Argentina;2012;963574;3985004
3;Argentina;2013;702963;2545215
3;Argentina;2014;807366;3221463
3;Argentina;2015;490536;1814349
3;Argentina;2016;358510;1240249
3;Argentina;2017;661857;2249681
3;Argentina;2018;706478;2462909
3;Argentina;2019;757716;2282614
3;Argentina;2020;469547;1304986
3;Argentina;2021;723847;2211657
3;Argentina;2022;1333420;4123623
3;Argentina;2023;839006;2765843
4;Austrália;1970;0;0
4;Austrália;1971;0;0
4;Austrália;1972;0;0
4;Austrália;1973;0;0
4;Austrália;1974;0;0
4;Austrália;1975;0;0
4;Austrália;1976;0;0
4;Austrália;1977;0;0
4;Austrália;1978;0;0
4;Austrália;1979;0;0
4;Austrália;1980;0;0
4;Austrália;1981;0;0
4;Austrália;1982;0;0
4;Austrália;1983;0;0
4;Austrália;1984;0;0
4;Austrália;1985;0;0
4;Austrália;1986;0;0
4;Austrália;1987;0;0
4;Austrália;1988;0;0
4;Austrália;1989;0;0
4;Austrália;1990;0;0
4;Austrália;1991;0;0
4;Austrália;1992;0;0
4;Austrália;1993;0;0
4;Austrália;1994;0;0
4;Austrália;1995;0;0
4;Austrália;1996;0;0
4;Austrália;1997;0;0
4;Austrália;1998;0;0
4;Austrália;1999;0;0
4;Austrália;2000;0;0
4;Austrália;2001;0;0
4;Austrália;2002;1136;7702
4;Austrália;2003;0;0
4;Austrália;2004;1310;6507
4;Austrália;2005;1125;7594
4;Austrália;2006;675;3248
4;Austrália;2007;855;7491
4;Austrália;2008;495;3343
4;Austrália;2009;225;2108
4;Austrália;2010;0;0
4;Austrália;2011;45;174
4;Austrália;2012;0;0
4;Austrália;2013;30;419
4;Austrália;2014;0;0
4;Austrália;2015;4967;15439
4;Austrália;2016;19182;32115
4;Austrália;2017;19198;51731
4;Austrália;2018;57917;212199
4;Austrália;2019;16701;27592
4;Austrália;2020;7426;15190
4;Austrália;2021;8062;26208
4;Austrália;2022;0;0
4;Austrália;2023;3150;10474
5;Áustria;1970;0;0
5;Áustria;1971;0;0
5;Áustria;1972;0;0
5;Áustria;1973;0;0
5;Áustria;1974;0;0
5;Áustria;1975;0;0
5;Áustria;1976;0;0
5;Áustria;1977;0;0
5;Áustria;1978;0;0
5;Áustria;1979;0;0
5;Áustria;1980;0;0
5;Áustria;1981;0;0
5;Áustria;1982;0;0
5;Áustria;1983;0;0
5;Áustria;1984;0;0
5;Áustria;1985;0;0
5;Áustria;1986;0;0
5;Áustria;1987;0;0
5;Áustria;1988;0;0
5;Áustria;1989;0;0
5;Áustria;1990;0;0
5;Áustria;1991;0;0
5;Áustria;1992;0;0
5;Áustria;1993;0;0
5;Áustria;1994;0;0
5;Áustria;1995;0;0
5;Áustria;1996;0;0
5;Áustria;1997;0;0
5;Áustria;1998;0;0
5;Áustria;1999;0;0
5;Áustria;2000;0;0
5;Áustria;2001;0;0
5;Áustria;2002;0;0
5;Áustria;2003;0;0
5;Áustria;2004;0;0
5;Áustria;2005;0;0
5;Áustria;2006;0;0
5;Áustria;2007;0;0
5;Áustria;2008;756;6680
5;Áustria;2009;0;0
5;Áustria;2010;0;0
5;Áustria;2011;0;0
5;Áustria;2012;180;1139
5;Áustria;2013;720;6050
5;Áustria;2014;698;6352
5;Áustria;2015;0;0
5;Áustria;2016;0;0
5;Áustria;2017;0;0
5;Áustria;2018;1228;11638
5;Áustria;2019;1269;11571
5;Áustria;2020;909;9399
5;Áustria;2021;90;1434
5;Áustria;2022;0;0
5;Áustria;2023;882;8833
6;Bermudas;1970;0;0
6;Bermudas;1971;0;0
6;Bermudas;1972;0;0
6;Bermudas;1973;0;0
6;Bermudas;1974;0;0
6;Bermudas;1975;0;0
6;Bermudas;1976;0;0
6;Bermudas;1977;0;0
6;Bermudas;1978;0;0
6;Bermudas;1979;0;0
6;Bermudas;1980;0;0
6;Bermudas;1981;0;0
6;Bermudas;1982;0;0
6;Bermudas;1983;0;0
6;Bermudas;1984;0;0
6;Bermudas;1985;0;0
6;Bermudas;1986;0;0
6;Bermudas;1987;0;0
6;Bermudas;1988;0;0
6;Bermudas;1989;0;0
6;Bermudas;1990;0;0
6;Bermudas;1991;0;0
6;Bermudas;1992;0;0
6;Bermudas;1993;0;0
6;Bermudas;1994;0;0
6;Bermudas;1995;0;0
6;Bermudas;1996;0;0
6;Bermudas;1997;0;0
6;Bermudas;1998;0;0
6;Bermudas;1999;0;0
6;Bermudas;2000;0;0
6;Bermudas;2001;0;0
6;Bermudas;2002;0;0
6;Bermudas;2003;0;0
6;Bermudas;2004;0;0
