id;pais;ano;quantidade_kg;valor_us
1;Africa do Sul;1970;0.0;0.0
1;Africa do Sul;1971;0.0;0.0
1;Africa do Sul;1972;0.0;0.0
1;Africa do Sul;1973;0.0;0.0
1;Africa do Sul;1974;0.0;0.0
1;Africa do Sul;1975;0.0;0.0
1;Africa do Sul;1976;0.0;0.0
1;Africa do Sul;1977;0.0;0.0
1;Africa do Sul;1978;0.0;0.0
1;Africa do Sul;1979;0.0;0.0
1;Africa do Sul;1980;0.0;0.0
1;Africa do Sul;1981;0.0;0.0
1;Africa do Sul;1982;0.0;0.0
1;Africa do Sul;1983;0.0;0.0
1;Africa do Sul;1984;0.0;0.0
1;Africa do Sul;1985;0.0;0.0
1;Africa do Sul;1986;0.0;0.0
1;Africa do Sul;1987;0.0;0.0
1;Africa do Sul;1988;0.0;0.0
1;Africa do Sul;1989;0.0;0.0
1;Africa do Sul;1990;0.0;0.0
1;Africa do Sul;1991;0.0;0.0
1;Africa do Sul;1992;0.0;0.0
1;Africa do Sul;1993;0.0;0.0
1;Africa do Sul;1994;0.0;0.0
1;Africa do Sul;1995;0.0;0.0
1;Africa do Sul;1996;0.0;0.0
1;Africa do Sul;1997;0.0;0.0
1;Africa do Sul;1998;0.0;0.0
1;Africa do Sul;1999;0.0;0.0
1;Africa do Sul;2000;0.0;0.0
1;Africa do Sul;2001;42661.0;99201.0
1;Africa do Sul;2002;32194.0;106317.0
1;Africa do Sul;2003;157239.0;305701.0
1;Africa do Sul;2004;303489.0;665101.0
1;Africa do Sul;2005;407413.0;775421.0
1;Africa do Sul;2006;358870.0;1164032.0
1;Africa do Sul;2007;386425.0;1320244.0
1;Africa do Sul;2008;315380.0;1151699.0
1;Africa do Sul;2009;493093.0;1931449.0
1;Africa do Sul;2010;966276.0;3600658.0
1;Africa do Sul;2011;507509.0;2136394.0
1;Africa do Sul;2012;722327.0;3041449.0
1;Africa do Sul;2013;475331.0;1985184.0
1;Africa do Sul;2014;722715.0;3033932.0
1;Africa do Sul;2015;743335.0;2996543.0
1;Africa do Sul;2016;578829.0;1686226.0
1;Africa do Sul;2017;1138732.0;3241298.0
1;Africa do Sul;2018;1127053.0;3574371.0
1;Africa do Sul;2019;1092042.0;3604038.0
1;Africa do Sul;2020;627150.0;1701072.0
1;Africa do Sul;2021;859169.0;2508140.0
1;Africa do Sul;2022;738116.0;2266827.0
1;Africa do Sul;2023;522733.0;1732850.0
2;Alemanha;1970;52297.0;30498.0
