ano;categoria_principal;produto;quantidade
1991;Vinho de Mesa;VINHO DE MESA;190134895
1991;Outros;Tinto;141726264
1991;Outros;Rosado;16322381
1991;Outros;Branco;32086250
1991;Outros;VINHO  FINO DE MESA;37526111
1991;Outros;Tinto;9015204
1991;Outros;Rosado;1342140
1991;Outros;Branco;27168767
1991;Outros;VINHO FRIZANTE;268563
1991;Outros;VINHO ORGÂNICO;0
1991;Outros;VINHO ESPECIAL;1354861
1991;Outros;Tinto;326807
1991;Outros;Rosado;487553
1991;Outros;Branco;540501
1991;Outros;ESPUMANTES;2442072
1991;Outros;Espumante  Moscatel;0
1991;Outros;Espumante;0
1991;Outros;Espumante Orgânico;0
1991;Suco;SUCO DE UVAS;7630442
1991;Outros;Suco Natural Integral;0
1991;Outros;Suco Adoçado;0
1991;Outros;Suco Reprocessado/reconstituido;0
1991;Outros;Suco Orgânico;0
1991;Outros;Outros sucos de uvas;0
1991;Suco;SUCO DE UVAS CONCENTRADO;7311205
1991;Outros;OUTROS PRODUTOS COMERCIALIZADOS;18701133
1991;Outros;Outros vinhos (sem informação detalhada);0
1991;Outros;Agrin (fermentado, acetico misto);0
1991;Outros;Aguardente de vinho 50°gl;0
1991;Outros;Alcool vinico;0
1991;Outros;Bagaceira (graspa);149352
1991;Outros;Base champenoise champanha;0
1991;Outros;Base charmat champanha;0
1991;Outros;Base espumante moscatel;0
1991;Outros;Bebida de uva;0
1991;Outros;Borra líquida;0
1991;Outros;Borra seca;0
1991;Outros;Brandy (conhaque);1627961
1991;Outros;Cooler;3190379
1991;Outros;Coquetel com vinho;0
1991;Outros;Destilado de vinho;181500
1991;Outros;Filtrado doce;8163189
1991;Outros;Jeropiga;35880
1991;Outros;Mistelas;0
1991;Outros;Mosto concentrado;0
1991;Outros;Mosto de uva;0
1991;Outros;Mosto sulfitado;0
1991;Outros;Nectar de uva;0
1991;Outros;Outros produtos;0
1991;Outros;Polpa de uva;0
1991;Outros;Preparado líquido para refresco;0
1991;Outros;Refrigerante +50% suco;0
1991;Outros;Sangria;0
1991;Outros;Vinagre balsamico;0
1991;Outros;Vinagre duplo;0
1991;Outros;Vinagre simples;544002
1991;Outros;Vinho acetificado;0
1991;Outros;Vinho base para espumantes;0
1991;Outros;Vinho composto;3842243
1991;Outros;Vinho licoroso;966627
1991;Outros;Vinho leve;0
1991;Outros;Vinho gaseificado;0
1992;Vinho de Mesa;VINHO DE MESA;180230431
1992;Outros;Tinto;138190489
1992;Outros;Rosado;12822511
1992;Outros;Branco;29217431
1992;Outros;VINHO  FINO DE MESA;39537060
1992;Outros;Tinto;10712402
1992;Outros;Rosado;1130509
1992;Outros;Branco;27694149
1992;Outros;VINHO FRIZANTE;161507
1992;Outros;VINHO ORGÂNICO;0
1992;Outros;VINHO ESPECIAL;882564
1992;Outros;Tinto;217945
1992;Outros;Rosado;304897
1992;Outros;Branco;359722
1992;Outros;ESPUMANTES;1846809
1992;Outros;Espumante  Moscatel;0
1992;Outros;Espumante;0
1992;Outros;Espumante Orgânico;0
1992;Suco;SUCO DE UVAS;5699977
1992;Outros;Suco Natural Integral;0
1992;Outros;Suco Adoçado;0
1992;Outros;Suco Reprocessado/reconstituido;0
1992;Outros;Suco Orgânico;0
1992;Outros;Outros sucos de uvas;0
1992;Suco;SUCO DE UVAS CONCENTRADO;10607336
1992;Outros;OUTROS PRODUTOS COMERCIALIZADOS;13669760
1992;Outros;Outros vinhos (sem informação detalhada);0
1992;Outros;Agrin (fermentado, acetico misto);0
1992;Outros;Aguardente de vinho 50°gl;0
1992;Outros;Alcool vinico;0
1992;Outros;Bagaceira (graspa);38015
1992;Outros;Base champenoise champanha;0
1992;Outros;Base charmat champanha;0
1992;Outros;Base espumante moscatel;0
1992;Outros;Bebida de uva;0
1992;Outros;Borra líquida;0
1992;Outros;Borra seca;0
1992;Outros;Brandy (conhaque);1488284
1992;Outros;Cooler;1975289
1992;Outros;Coquetel com vinho;0
1992;Outros;Destilado de vinho;109142
1992;Outros;Filtrado doce;7140569
1992;Outros;Jeropiga;25440
1992;Outros;Mistelas;91000
1992;Outros;Mosto concentrado;0
1992;Outros;Mosto de uva;0
1992;Outros;Mosto sulfitado;0
1992;Outros;Nectar de uva;0
1992;Outros;Outros produtos;0
1992;Outros;Polpa de uva;0
1992;Outros;Preparado líquido para refresco;0
1992;Outros;Refrigerante +50% suco;0
1992;Outros;Sangria;0
1992;Outros;Vinagre balsamico;0
1992;Outros;Vinagre duplo;0
1992;Outros;Vinagre simples;1614757
1992;Outros;Vinho acetificado;0
1992;Outros;Vinho base para espumantes;0
1992;Outros;Vinho composto;375229
1992;Outros;Vinho licoroso;812035
1992;Outros;Vinho leve;0
1992;Outros;Vinho gaseificado;0
1993;Vinho de Mesa;VINHO DE MESA;201168480
1993;Outros;Tinto;157031022
1993;Outros;Rosado;13767249
1993;Outros;Branco;30370209
1993;Outros;VINHO  FINO DE MESA;49916112
1993;Outros;Tinto;11988665
1993;Outros;Rosado;1639949
1993;Outros;Branco;36287498
1993;Outros;VINHO FRIZANTE;359420
1993;Outros;VINHO ORGÂNICO;0
1993;Outros;VINHO ESPECIAL;1849251
1993;Outros;Tinto;542146
1993;Outros;Rosado;243582
1993;Outros;Branco;1063523
1993;Outros;ESPUMANTES;2183871
1993;Outros;Espumante  Moscatel;0
1993;Outros;Espumante;0
1993;Outros;Espumante Orgânico;0
1993;Suco;SUCO DE UVAS;7605488
1993;Outros;Suco Natural Integral;0
1993;Outros;Suco Adoçado;0
1993;Outros;Suco Reprocessado/reconstituido;0
1993;Outros;Suco Orgânico;0
1993;Outros;Outros sucos de uvas;0
1993;Suco;SUCO DE UVAS CONCENTRADO;12178160
1993;Outros;OUTROS PRODUTOS COMERCIALIZADOS;17047905
1993;Outros;Outros vinhos (sem informação detalhada);0
1993;Outros;Agrin (fermentado, acetico misto);0
1993;Outros;Aguardente de vinho 50°gl;0
1993;Outros;Alcool vinico;0
1993;Outros;Bagaceira (graspa);53928
1993;Outros;Base champenoise champanha;0
1993;Outros;Base charmat champanha;0
1993;Outros;Base espumante moscatel;0
1993;Outros;Bebida de uva;0
1993;Outros;Borra líquida;0
1993;Outros;Borra seca;0
1993;Outros;Brandy (conhaque);1278706
1993;Outros;Cooler;2756302
1993;Outros;Coquetel com vinho;0
1993;Outros;Destilado de vinho;71000
1993;Outros;Filtrado doce;8373602
1993;Outros;Jeropiga;25053
1993;Outros;Mistelas;1229584
1993;Outros;Mosto concentrado;42000
1993;Outros;Mosto de uva;0
1993;Outros;Mosto sulfitado;0
1993;Outros;Nectar de uva;0
1993;Outros;Outros produtos;0
1993;Outros;Polpa de uva;0
1993;Outros;Preparado líquido para refresco;0
1993;Outros;Refrigerante +50% suco;0
1993;Outros;Sangria;0
1993;Outros;Vinagre balsamico;0
1993;Outros;Vinagre duplo;0
1993;Outros;Vinagre simples;1521123
1993;Outros;Vinho acetificado;0
1993;Outros;Vinho base para espumantes;0
1993;Outros;Vinho composto;884622
1993;Outros;Vinho licoroso;811985
1993;Outros;Vinho leve;0
1993;Outros;Vinho gaseificado;0
1994;Vinho de Mesa;VINHO DE MESA;180295366
1994;Outros;Tinto;140192480
1994;Outros;Rosado;13762956
1994;Outros;Branco;26339930
1994;Outros;VINHO  FINO DE MESA;46541918
1994;Outros;Tinto;13290842
1994;Outros;Rosado;1631454
1994;Outros;Branco;31619622
1994;Outros;VINHO FRIZANTE;183160
1994;Outros;VINHO ORGÂNICO;0
1994;Outros;VINHO ESPECIAL;1423645
1994;Outros;Tinto;589529
1994;Outros;Rosado;104886
1994;Outros;Branco;729230
1994;Outros;ESPUMANTES;2661540
1994;Outros;Espumante  Moscatel;0
1994;Outros;Espumante;0
1994;Outros;Espumante Orgânico;0
1994;Suco;SUCO DE UVAS;6504949
1994;Outros;Suco Natural Integral;0
1994;Outros;Suco Adoçado;0
1994;Outros;Suco Reprocessado/reconstituido;0
1994;Outros;Suco Orgânico;0
1994;Outros;Outros sucos de uvas;0
1994;Suco;SUCO DE UVAS CONCENTRADO;10005084
1994;Outros;OUTROS PRODUTOS COMERCIALIZADOS;21351477
1994;Outros;Outros vinhos (sem informação detalhada);0
1994;Outros;Agrin (fermentado, acetico misto);0
1994;Outros;Aguardente de vinho 50°gl;0
1994;Outros;Alcool vinico;0
1994;Outros;Bagaceira (graspa);20016
1994;Outros;Base champenoise champanha;0
1994;Outros;Base charmat champanha;0
1994;Outros;Base espumante moscatel;0
1994;Outros;Bebida de uva;0
1994;Outros;Borra líquida;0
1994;Outros;Borra seca;0
1994;Outros;Brandy (conhaque);1519307
1994;Outros;Cooler;2798706
1994;Outros;Coquetel com vinho;0
1994;Outros;Destilado de vinho;236400
1994;Outros;Filtrado doce;12190120
1994;Outros;Jeropiga;36612
1994;Outros;Mistelas;1968299
1994;Outros;Mosto concentrado;0
1994;Outros;Mosto de uva;0
1994;Outros;Mosto sulfitado;0
1994;Outros;Nectar de uva;0
1994;Outros;Outros produtos;0
1994;Outros;Polpa de uva;0
1994;Outros;Preparado líquido para refresco;0
1994;Outros;Refrigerante +50% suco;0
1994;Outros;Sangria;0
1994;Outros;Vinagre balsamico;0
1994;Outros;Vinagre duplo;0
1994;Outros;Vinagre simples;1287211
1994;Outros;Vinho acetificado;0
1994;Outros;Vinho base para espumantes;0
1994;Outros;Vinho composto;559442
1994;Outros;Vinho licoroso;735364
1994;Outros;Vinho leve;0
1994;Outros;Vinho gaseificado;0
1995;Vinho de Mesa;VINHO DE MESA;146583828
1995;Outros;Tinto;108968350
1995;Outros;Rosado;11653971
1995;Outros;Branco;25961507
1995;Outros;VINHO  FINO DE MESA;40195501
1995;Outros;Tinto;12299213
1995;Outros;Rosado;1540910
1995;Outros;Branco;26355378
1995;Outros;VINHO FRIZANTE;136526
1995;Outros;VINHO ORGÂNICO;0
1995;Outros;VINHO ESPECIAL;1396441
1995;Outros;Tinto;628481
1995;Outros;Rosado;86933
1995;Outros;Branco;681027
1995;Outros;ESPUMANTES;2276321
1995;Outros;Espumante  Moscatel;0
1995;Outros;Espumante;0
1995;Outros;Espumante Orgânico;0
1995;Suco;SUCO DE UVAS;4865675
1995;Outros;Suco Natural Integral;0
1995;Outros;Suco Adoçado;0
1995;Outros;Suco Reprocessado/reconstituido;0
1995;Outros;Suco Orgânico;0
1995;Outros;Outros sucos de uvas;0
1995;Suco;SUCO DE UVAS CONCENTRADO;11029248
1995;Outros;OUTROS PRODUTOS COMERCIALIZADOS;21348586
1995;Outros;Outros vinhos (sem informação detalhada);0
1995;Outros;Agrin (fermentado, acetico misto);0
1995;Outros;Aguardente de vinho 50°gl;0
1995;Outros;Alcool vinico;0
1995;Outros;Bagaceira (graspa);39232
1995;Outros;Base champenoise champanha;0
1995;Outros;Base charmat champanha;0
1995;Outros;Base espumante moscatel;0
1995;Outros;Bebida de uva;0
1995;Outros;Borra líquida;0
1995;Outros;Borra seca;0
1995;Outros;Brandy (conhaque);1846401
1995;Outros;Cooler;2664342
1995;Outros;Coquetel com vinho;0
1995;Outros;Destilado de vinho;135045
1995;Outros;Filtrado doce;11222169
1995;Outros;Jeropiga;33024
1995;Outros;Mistelas;986673
1995;Outros;Mosto concentrado;54120
1995;Outros;Mosto de uva;0
1995;Outros;Mosto sulfitado;4982
1995;Outros;Nectar de uva;0
1995;Outros;Outros produtos;0
1995;Outros;Polpa de uva;0
1995;Outros;Preparado líquido para refresco;0
1995;Outros;Refrigerante +50% suco;0
1995;Outros;Sangria;0
1995;Outros;Vinagre balsamico;0
1995;Outros;Vinagre duplo;0
1995;Outros;Vinagre simples;2921137
1995;Outros;Vinho acetificado;0
1995;Outros;Vinho base para espumantes;0
1995;Outros;Vinho composto;645253
1995;Outros;Vinho licoroso;796208
1995;Outros;Vinho leve;0
1995;Outros;Vinho gaseificado;0
1996;Vinho de Mesa;VINHO DE MESA;165831436
1996;Outros;Tinto;122549540
1996;Outros;Rosado;13374874
1996;Outros;Branco;29907022
1996;Outros;VINHO  FINO DE MESA;43695771
1996;Outros;Tinto;13540528
1996;Outros;Rosado;1457704
1996;Outros;Branco;28697539
1996;Outros;VINHO FRIZANTE;260638
1996;Outros;VINHO ORGÂNICO;0
1996;Outros;VINHO ESPECIAL;1261662
1996;Outros;Tinto;264304
1996;Outros;Rosado;70536
1996;Outros;Branco;926822
1996;Outros;ESPUMANTES;2154497
1996;Outros;Espumante  Moscatel;0
1996;Outros;Espumante;0
1996;Outros;Espumante Orgânico;0
1996;Suco;SUCO DE UVAS;4495950
1996;Outros;Suco Natural Integral;0
1996;Outros;Suco Adoçado;0
1996;Outros;Suco Reprocessado/reconstituido;0
1996;Outros;Suco Orgânico;0
1996;Outros;Outros sucos de uvas;0
1996;Suco;SUCO DE UVAS CONCENTRADO;11625777
1996;Outros;OUTROS PRODUTOS COMERCIALIZADOS;27574147
1996;Outros;Outros vinhos (sem informação detalhada);0
1996;Outros;Agrin (fermentado, acetico misto);0
1996;Outros;Aguardente de vinho 50°gl;0
1996;Outros;Alcool vinico;0
1996;Outros;Bagaceira (graspa);46959
1996;Outros;Base champenoise champanha;0
1996;Outros;Base charmat champanha;0
1996;Outros;Base espumante moscatel;0
1996;Outros;Bebida de uva;0
1996;Outros;Borra líquida;0
1996;Outros;Borra seca;0
1996;Outros;Brandy (conhaque);2331889
1996;Outros;Cooler;3078523
1996;Outros;Coquetel com vinho;0
1996;Outros;Destilado de vinho;276355
1996;Outros;Filtrado doce;8890818
1996;Outros;Jeropiga;85560
1996;Outros;Mistelas;906081
1996;Outros;Mosto concentrado;55728
1996;Outros;Mosto de uva;0
1996;Outros;Mosto sulfitado;0
1996;Outros;Nectar de uva;0
1996;Outros;Outros produtos;0
1996;Outros;Polpa de uva;0
1996;Outros;Preparado líquido para refresco;0
1996;Outros;Refrigerante +50% suco;0
1996;Outros;Sangria;0
1996;Outros;Vinagre balsamico;0
1996;Outros;Vinagre duplo;0
1996;Outros;Vinagre simples;3303855
1996;Outros;Vinho acetificado;7224172
1996;Outros;Vinho base para espumantes;0
1996;Outros;Vinho composto;559501
1996;Outros;Vinho licoroso;814706
1996;Outros;Vinho leve;0
1996;Outros;Vinho gaseificado;0
1997;Vinho de Mesa;VINHO DE MESA;174768638
1997;Outros;Tinto;127693158
1997;Outros;Rosado;13550872
1997;Outros;Branco;33524608
1997;Outros;VINHO  FINO DE MESA;46442209
1997;Outros;Tinto;18303579
1997;Outros;Rosado;1997373
1997;Outros;Branco;26141257
1997;Outros;VINHO FRIZANTE;221733
1997;Outros;VINHO ORGÂNICO;0
1997;Outros;VINHO ESPECIAL;790617
1997;Outros;Tinto;136027
1997;Outros;Rosado;145144
1997;Outros;Branco;509446
1997;Outros;ESPUMANTES;3054624
1997;Outros;Espumante  Moscatel;19222
1997;Outros;Espumante;3035402
1997;Outros;Espumante Orgânico;0
1997;Suco;SUCO DE UVAS;4996959
1997;Outros;Suco Natural Integral;0
1997;Outros;Suco Adoçado;0
1997;Outros;Suco Reprocessado/reconstituido;0
1997;Outros;Suco Orgânico;0
1997;Outros;Outros sucos de uvas;0
1997;Suco;SUCO DE UVAS CONCENTRADO;16724519
1997;Outros;OUTROS PRODUTOS COMERCIALIZADOS;31437414
1997;Outros;Outros vinhos (sem informação detalhada);0
1997;Outros;Agrin (fermentado, acetico misto);0
1997;Outros;Aguardente de vinho 50°gl;0
1997;Outros;Alcool vinico;0
1997;Outros;Bagaceira (graspa);33549
1997;Outros;Base champenoise champanha;0
1997;Outros;Base charmat champanha;0
1997;Outros;Base espumante moscatel;0
1997;Outros;Bebida de uva;0
1997;Outros;Borra líquida;0
1997;Outros;Borra seca;0
1997;Outros;Brandy (conhaque);2201034
1997;Outros;Cooler;4571501
1997;Outros;Coquetel com vinho;0
1997;Outros;Destilado de vinho;368631
1997;Outros;Filtrado doce;11400130
1997;Outros;Jeropiga;78504
1997;Outros;Mistelas;420127
1997;Outros;Mosto concentrado;124870
1997;Outros;Mosto de uva;0
1997;Outros;Mosto sulfitado;0
1997;Outros;Nectar de uva;0
1997;Outros;Outros produtos;0
1997;Outros;Polpa de uva;0
1997;Outros;Preparado líquido para refresco;0
1997;Outros;Refrigerante +50% suco;0
1997;Outros;Sangria;0
1997;Outros;Vinagre balsamico;0
1997;Outros;Vinagre duplo;0
1997;Outros;Vinagre simples;2472555
1997;Outros;Vinho acetificado;8162500
1997;Outros;Vinho base para espumantes;0
1997;Outros;Vinho composto;847456
1997;Outros;Vinho licoroso;756557
1997;Outros;Vinho leve;0
1997;Outros;Vinho gaseificado;0
1998;Vinho de Mesa;VINHO DE MESA;181576649
1998;Outros;Tinto;133479291
1998;Outros;Rosado;12980172
1998;Outros;Branco;35117186
1998;Outros;VINHO  FINO DE MESA;32456318
1998;Outros;Tinto;11925188
1998;Outros;Rosado;1585687
1998;Outros;Branco;18945443
1998;Outros;VINHO FRIZANTE;15370
1998;Outros;VINHO ORGÂNICO;0
1998;Outros;VINHO ESPECIAL;194075
1998;Outros;Tinto;50870
1998;Outros;Rosado;2074
1998;Outros;Branco;141131
1998;Outros;ESPUMANTES;3253174
1998;Outros;Espumante  Moscatel;29712
1998;Outros;Espumante;3223462
1998;Outros;Espumante Orgânico;0
1998;Suco;SUCO DE UVAS;9025797
1998;Outros;Suco Natural Integral;0
1998;Outros;Suco Adoçado;0
1998;Outros;Suco Reprocessado/reconstituido;0
1998;Outros;Suco Orgânico;0
1998;Outros;Outros sucos de uvas;0
1998;Suco;SUCO DE UVAS CONCENTRADO;13944137
1998;Outros;OUTROS PRODUTOS COMERCIALIZADOS;29935005
1998;Outros;Outros vinhos (sem informação detalhada);0
1998;Outros;Agrin (fermentado, acetico misto);0
1998;Outros;Aguardente de vinho 50°gl;0
1998;Outros;Alcool vinico;0
1998;Outros;Bagaceira (graspa);14356
1998;Outros;Base champenoise champanha;0
1998;Outros;Base charmat champanha;0
1998;Outros;Base espumante moscatel;0
1998;Outros;Bebida de uva;0
1998;Outros;Borra líquida;0
1998;Outros;Borra seca;0
1998;Outros;Brandy (conhaque);2441572
1998;Outros;Cooler;5764233
1998;Outros;Coquetel com vinho;0
1998;Outros;Destilado de vinho;256061
1998;Outros;Filtrado doce;11506197
1998;Outros;Jeropiga;49339
1998;Outros;Mistelas;108555
1998;Outros;Mosto concentrado;0
1998;Outros;Mosto de uva;0
1998;Outros;Mosto sulfitado;0
1998;Outros;Nectar de uva;0
1998;Outros;Outros produtos;0
1998;Outros;Polpa de uva;0
1998;Outros;Preparado líquido para refresco;0
1998;Outros;Refrigerante +50% suco;0
1998;Outros;Sangria;0
1998;Outros;Vinagre balsamico;0
1998;Outros;Vinagre duplo;0
1998;Outros;Vinagre simples;2394887
1998;Outros;Vinho acetificado;4606230
1998;Outros;Vinho base para espumantes;0
1998;Outros;Vinho composto;1137668
1998;Outros;Vinho licoroso;1655907
1998;Outros;Vinho leve;0
1998;Outros;Vinho gaseificado;0
1999;Vinho de Mesa;VINHO DE MESA;200578746
1999;Outros;Tinto;150857434
1999;Outros;Rosado;13221934
1999;Outros;Branco;36499378
1999;Outros;VINHO  FINO DE MESA;37096571
1999;Outros;Tinto;14706398
1999;Outros;Rosado;1479987
1999;Outros;Branco;20910186
1999;Outros;VINHO FRIZANTE;12861
1999;Outros;VINHO ORGÂNICO;0
1999;Outros;VINHO ESPECIAL;234696
1999;Outros;Tinto;56589
1999;Outros;Rosado;112392
1999;Outros;Branco;65715
1999;Outros;ESPUMANTES;5606536
1999;Outros;Espumante  Moscatel;50670
1999;Outros;Espumante;5555866
1999;Outros;Espumante Orgânico;0
1999;Suco;SUCO DE UVAS;7778310
1999;Outros;Suco Natural Integral;0
1999;Outros;Suco Adoçado;0
1999;Outros;Suco Reprocessado/reconstituido;0
1999;Outros;Suco Orgânico;0
1999;Outros;Outros sucos de uvas;0
1999;Suco;SUCO DE UVAS CONCENTRADO;16261806
1999;Outros;OUTROS PRODUTOS COMERCIALIZADOS;34388096
1999;Outros;Outros vinhos (sem informação detalhada);0
1999;Outros;Agrin (fermentado, acetico misto);0
1999;Outros;Aguardente de vinho 50°gl;0
1999;Outros;Alcool vinico;0
1999;Outros;Bagaceira (graspa);5121
1999;Outros;Base champenoise champanha;0
1999;Outros;Base charmat champanha;0
1999;Outros;Base espumante moscatel;0
1999;Outros;Bebida de uva;0
1999;Outros;Borra líquida;0
1999;Outros;Borra seca;0
1999;Outros;Brandy (conhaque);2480893
1999;Outros;Cooler;9424282
1999;Outros;Coquetel com vinho;0
1999;Outros;Destilado de vinho;409640
1999;Outros;Filtrado doce;14457195
1999;Outros;Jeropiga;71800
1999;Outros;Mistelas;27060
1999;Outros;Mosto concentrado;0
1999;Outros;Mosto de uva;0
1999;Outros;Mosto sulfitado;88000
1999;Outros;Nectar de uva;0
1999;Outros;Outros produtos;0
1999;Outros;Polpa de uva;0
1999;Outros;Preparado líquido para refresco;0
1999;Outros;Refrigerante +50% suco;0
1999;Outros;Sangria;0
1999;Outros;Vinagre balsamico;0
1999;Outros;Vinagre duplo;0
1999;Outros;Vinagre simples;2426530
1999;Outros;Vinho acetificado;2784540
1999;Outros;Vinho base para espumantes;0
1999;Outros;Vinho composto;1199898
1999;Outros;Vinho licoroso;1013137
1999;Outros;Vinho leve;0
1999;Outros;Vinho gaseificado;0
2000;Vinho de Mesa;VINHO DE MESA;221023603
2000;Outros;Tinto;172183792
2000;Outros;Rosado;9150927
2000;Outros;Branco;39688884
2000;Outros;VINHO  FINO DE MESA;34195829
2000;Outros;Tinto;15119076
2000;Outros;Rosado;1021310
2000;Outros;Branco;18055443
2000;Outros;VINHO FRIZANTE;2583
2000;Outros;VINHO ORGÂNICO;0
2000;Outros;VINHO ESPECIAL;249345
2000;Outros;Tinto;177872
2000;Outros;Rosado;0
2000;Outros;Branco;71473
2000;Outros;ESPUMANTES;4330795
2000;Outros;Espumante  Moscatel;194723
2000;Outros;Espumante;4136072
2000;Outros;Espumante Orgânico;0
2000;Suco;SUCO DE UVAS;6847466
2000;Outros;Suco Natural Integral;0
2000;Outros;Suco Adoçado;0
2000;Outros;Suco Reprocessado/reconstituido;0
2000;Outros;Suco Orgânico;0
2000;Outros;Outros sucos de uvas;0
2000;Suco;SUCO DE UVAS CONCENTRADO;15315971
2000;Outros;OUTROS PRODUTOS COMERCIALIZADOS;37168164
2000;Outros;Outros vinhos (sem informação detalhada);0
2000;Outros;Agrin (fermentado, acetico misto);0
2000;Outros;Aguardente de vinho 50°gl;0
2000;Outros;Alcool vinico;0
2000;Outros;Bagaceira (graspa);8213
2000;Outros;Base champenoise champanha;0
2000;Outros;Base charmat champanha;0
2000;Outros;Base espumante moscatel;0
2000;Outros;Bebida de uva;0
2000;Outros;Borra líquida;0
2000;Outros;Borra seca;0
2000;Outros;Brandy (conhaque);2035067
2000;Outros;Cooler;10847415
2000;Outros;Coquetel com vinho;0
2000;Outros;Destilado de vinho;400579
2000;Outros;Filtrado doce;11065803
2000;Outros;Jeropiga;66197
2000;Outros;Mistelas;0
2000;Outros;Mosto concentrado;0
2000;Outros;Mosto de uva;0
2000;Outros;Mosto sulfitado;180900
2000;Outros;Nectar de uva;0
2000;Outros;Outros produtos;0
2000;Outros;Polpa de uva;0
2000;Outros;Preparado líquido para refresco;0
2000;Outros;Refrigerante +50% suco;0
2000;Outros;Sangria;0
2000;Outros;Vinagre balsamico;0
2000;Outros;Vinagre duplo;0
2000;Outros;Vinagre simples;6654097
2000;Outros;Vinho acetificado;3715390
2000;Outros;Vinho base para espumantes;0
2000;Outros;Vinho composto;1084344
2000;Outros;Vinho licoroso;1110159
2000;Outros;Vinho leve;0
2000;Outros;Vinho gaseificado;0
2001;Vinho de Mesa;VINHO DE MESA;221518224
2001;Outros;Tinto;176793696
2001;Outros;Rosado;7283912
2001;Outros;Branco;37440616
2001;Outros;VINHO  FINO DE MESA;28701658
2001;Outros;Tinto;12112495
2001;Outros;Rosado;790176
2001;Outros;Branco;15798987
2001;Outros;VINHO FRIZANTE;0
2001;Outros;VINHO ORGÂNICO;0
2001;Outros;VINHO ESPECIAL;492272
2001;Outros;Tinto;281260
2001;Outros;Rosado;12833
2001;Outros;Branco;198179
2001;Outros;ESPUMANTES;4494015
2001;Outros;Espumante  Moscatel;474162
2001;Outros;Espumante;4019853
2001;Outros;Espumante Orgânico;0
2001;Suco;SUCO DE UVAS;11498893
2001;Outros;Suco Natural Integral;0
2001;Outros;Suco Adoçado;0
2001;Outros;Suco Reprocessado/reconstituido;0
2001;Outros;Suco Orgânico;0
2001;Outros;Outros sucos de uvas;0
2001;Suco;SUCO DE UVAS CONCENTRADO;14704091
2001;Outros;OUTROS PRODUTOS COMERCIALIZADOS;30853863
2001;Outros;Outros vinhos (sem informação detalhada);0
2001;Outros;Agrin (fermentado, acetico misto);0
2001;Outros;Aguardente de vinho 50°gl;0
2001;Outros;Alcool vinico;0
2001;Outros;Bagaceira (graspa);13881
2001;Outros;Base champenoise champanha;0
2001;Outros;Base charmat champanha;0
2001;Outros;Base espumante moscatel;0
2001;Outros;Bebida de uva;0
2001;Outros;Borra líquida;0
2001;Outros;Borra seca;0
2001;Outros;Brandy (conhaque);2018918
2001;Outros;Cooler;10994658
2001;Outros;Coquetel com vinho;0
2001;Outros;Destilado de vinho;208570
2001;Outros;Filtrado doce;10253296
2001;Outros;Jeropiga;66824
2001;Outros;Mistelas;6619
2001;Outros;Mosto concentrado;0
2001;Outros;Mosto de uva;0
2001;Outros;Mosto sulfitado;369070
2001;Outros;Nectar de uva;0
2001;Outros;Outros produtos;0
2001;Outros;Polpa de uva;0
2001;Outros;Preparado líquido para refresco;0
2001;Outros;Refrigerante +50% suco;0
2001;Outros;Sangria;0
2001;Outros;Vinagre balsamico;0
2001;Outros;Vinagre duplo;0
2001;Outros;Vinagre simples;1767848
2001;Outros;Vinho acetificado;3920000
2001;Outros;Vinho base para espumantes;0
2001;Outros;Vinho composto;276791
2001;Outros;Vinho licoroso;957388
2001;Outros;Vinho leve;0
2001;Outros;Vinho gaseificado;0
2002;Vinho de Mesa;VINHO DE MESA;227447392
2002;Outros;Tinto;181274195
2002;Outros;Rosado;8434812
2002;Outros;Branco;37738385
2002;Outros;VINHO  FINO DE MESA;25438750
2002;Outros;Tinto;12109658
2002;Outros;Rosado;650263
2002;Outros;Branco;12678829
2002;Outros;VINHO FRIZANTE;5003
2002;Outros;VINHO ORGÂNICO;0
2002;Outros;VINHO ESPECIAL;270364
2002;Outros;Tinto;258412
2002;Outros;Rosado;0
2002;Outros;Branco;11952
2002;Outros;ESPUMANTES;4267544
2002;Outros;Espumante  Moscatel;525996
2002;Outros;Espumante;3741548
2002;Outros;Espumante Orgânico;0
2002;Suco;SUCO DE UVAS;9140897
2002;Outros;Suco Natural Integral;0
2002;Outros;Suco Adoçado;0
2002;Outros;Suco Reprocessado/reconstituido;0
2002;Outros;Suco Orgânico;0
2002;Outros;Outros sucos de uvas;0
2002;Suco;SUCO DE UVAS CONCENTRADO;16499202
2002;Outros;OUTROS PRODUTOS COMERCIALIZADOS;29950775
2002;Outros;Outros vinhos (sem informação detalhada);0
2002;Outros;Agrin (fermentado, acetico misto);0
2002;Outros;Aguardente de vinho 50°gl;0
2002;Outros;Alcool vinico;0
2002;Outros;Bagaceira (graspa);23901
2002;Outros;Base champenoise champanha;0
2002;Outros;Base charmat champanha;0
2002;Outros;Base espumante moscatel;0
2002;Outros;Bebida de uva;0
2002;Outros;Borra líquida;0
2002;Outros;Borra seca;0
2002;Outros;Brandy (conhaque);2030651
2002;Outros;Cooler;10423992
2002;Outros;Coquetel com vinho;0
2002;Outros;Destilado de vinho;169986
2002;Outros;Filtrado doce;9105252
2002;Outros;Jeropiga;5003
2002;Outros;Mistelas;650136
2002;Outros;Mosto concentrado;0
2002;Outros;Mosto de uva;0
